"","HH1","HH2","LN","MWM1","MWM2","MWM4","MWM5","MWM6D","MWM6M","MWM6Y","MWM7","MWM8","MWM9","MWM10H","MWM10M","MWM11H","MWM11M","MWB1M","MWB1Y","MWB2","MWB3","MWB4","MWB5","MWB7","MMT2","MMT3","MMT4","MMT6","MMT7","MMT8","MMT9","MMT10","MMT11","MMT12","MMT13","MMT14","MCM1","MCM3","MCM4","MCM5A","MCM5B","MCM6","MCM7A","MCM7B","MCM8","MCM9A","MCM9B","MCM10","MCM11A","MCM11B","MCM12M","MCM12Y","MDV1A","MDV1B","MDV1C","MDV1D","MDV1E","MDV1F","MMA1","MMA3","MMA4","MMA5","MMA6","MMA7","MMA8M","MMA8Y","MMA9","MSB1","MSB2","MSB3U","MSB3N","MSB4","MSB5","MSB8","MSB9","MSB10","MSB13","MSB14","MSB15","MHA1","MHA2","MHA3","MHA4","MHA5","MHA6","MHA7","MHA8A","MHA8B","MHA8C","MHA9","MHA10","MHA11","MHA12","MHA24","MHA25","MHA26","MHA27","MMC1","MMC2","MMC3","MMC4","MTA1","MTA2","MTA3","MTA4","MTA5","MTA6","MTA7","MTA8A","MTA8B","MTA8C","MTA8D","MTA8E","MTA8X","MTA9","MTA10","MTA11","MTA12A","MTA12B","MTA12C","MTA12X","MTA13","MTA14","MTA15","MTA16","MTA17","TNLN","TN4","TN5","TN6","TN8","TN9","TN10","TN11","TN12_1","TN12_2","TN12_3","TN12_4","HH6","HH7","MWDOI","MWDOB","MWAGE","MWDOM","MWAGEM","MWDOBLC","MMSTATUS","MCEB","MCSURV","MCDEAD","mwelevel","mnweight","wscore","windex5","wscoreu","windex5u","wscorer","windex5r"
"1",1,17,1,1,17,1,14,7,4,2014,"Completed",2,20,17,59,18,7,5,1984,29,"Yes","Higher",31,NA,"Almost every day","At least once a week","Less than once a week","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",9,2013,NA,20,"Yes","Days ago",0,"No","Wife","No",NA,NA,NA,NA,5,"Yes","Yes","No","Yes","No","No","Yes","DK","Yes","DK","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1013,"25-29",1365,29,NA,"Currently married/in union",0,0,0,"Higher",0.403797141860459,1.60367010204171,5,1.27255184167736,5,NA,NA
"2",1,20,1,1,20,1,14,7,4,2014,"Completed",2,20,17,32,17,42,5,1976,37,"Yes","Higher",31,NA,"At least once a week","Not at all","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",2,2014,NA,37,"No","Days ago",0,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,917,"35-39",1370,37,NA,"Currently married/in union",0,0,0,"Higher",0.403797141860459,1.54327702631422,5,1.08902631982422,5,NA,NA
"3",2,1,1,2,1,1,9,8,4,2014,"Completed",1,40,10,37,10,52,2,1973,41,"Yes","Primary",17,"Able to read whole sentence","Not at all","Almost every day","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",21,"Yes",1,1,"Yes",1,0,"No",NA,NA,3,"No",2,5,2012,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",8,1991,NA,20,"No","Days ago",0,"Yes","Wife","No",NA,NA,NA,NA,5,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","2 or more years ago","Yes",NA,"No",NA,NA,NA,"Yes",18,"Yes",10,30,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,7,"No",NA,NA,NA,NA,NA,NA,"Yes",19,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,878,"40-44",1100,18,NA,"Currently married/in union",3,3,0,"Primary",1.03192602919895,0.878635263695964,4,-0.930720561098312,1,NA,NA
"4",2,1,5,2,1,5,9,12,4,2014,"Not at home",1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"5",2,1,8,2,1,8,9,8,4,2014,"Completed",1,40,10,53,11,10,2,1993,21,"Yes","Secondary",24,NA,"Less than once a week","At least once a week","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,19,"Yes","Months ago",7,"Yes","Girlfriend","No",NA,NA,NA,NA,3,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","12-23 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",20,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1118,"20-24",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.03192602919895,0.878635263695964,4,-0.930720561098312,1,NA,NA
"6",2,5,1,2,5,1,9,8,4,2014,"Not at home",1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"7",2,7,1,2,7,1,9,12,4,2014,"Completed",1,40,15,42,16,0,5,1987,26,"Yes","Primary",16,"Cannot read at all",NA,"Almost every day","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",23,"Yes",1,0,"No",NA,NA,"No",NA,NA,1,"Yes",NA,12,2011,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",1,2011,NA,20,"Yes","Days ago",2,"No","Wife","No",NA,NA,NA,NA,5,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"Yes",13,"Traditional practitioner/family/friend","Circumcision done at home","Yes",21,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1049,"25-29",1333,23,NA,"Currently married/in union",1,1,0,"Primary",1.03192602919895,0.594823181887601,4,-1.79318301717754,1,NA,NA
"8",2,10,1,2,10,1,6,12,4,2014,"Completed",1,40,12,37,12,54,5,1990,23,"Yes","Higher",0,NA,"Almost every day","Almost every day","At least once a week","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"Yes","No","Yes","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,17,"No","Days ago",1,"Yes","Girlfriend","No",NA,NA,NA,NA,10,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",16,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1085,"20-24",NA,NA,NA,"Never married/in union",0,0,0,"Higher",1.03192602919895,1.32464487197614,5,0.424635911893526,4,NA,NA
"9",2,11,1,2,11,1,12,7,4,2014,"Completed",1,40,10,19,10,32,9,1982,31,"Yes","Secondary",24,NA,"Less than once a week","At least once a week","At least once a week","Yes","Yes","Not at all","Yes","Yes","At least once a week","Yes","Yes","Not at all","Yes",27,"No",NA,NA,"Yes",1,0,"No",NA,NA,1,"Yes",NA,9,2010,"No","No","No","No","No","Yes","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",1,2009,NA,22,"Yes","Days ago",0,"No","Wife","No",NA,NA,NA,NA,5,"Yes","Yes","No","Yes","No","No","Yes","Yes","DK","DK","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",25,"Yes",4,10,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,7,"No",NA,NA,NA,NA,NA,NA,"Yes",21,30,4,1,"Observed","Olyset",1,NA,NA,NA,"Yes",1,2,3,90,"Urban","Bulawayo",1372,993,"30-34",1309,26,NA,"Currently married/in union",1,1,0,"Secondary",1.03192602919895,0.541829649060185,4,-1.95422243518762,1,NA,NA
"10",2,13,1,2,13,1,12,7,4,2014,"Completed",1,40,18,13,18,20,1,1990,24,"Yes","Primary",15,"Able to read whole sentence","Not at all","Almost every day","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","Yes","DK","Yes","DK","Yes","DK","No","No","Yes","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1081,"20-24",NA,NA,NA,"Never married/in union",0,0,0,"Primary",1.03192602919895,0.926726961662812,4,-0.784577085876157,1,NA,NA
"11",2,14,2,2,14,2,12,13,4,2014,"Completed",1,40,8,18,8,31,1,1978,36,"Yes","Secondary",24,NA,"Almost every day","At least once a week","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes",28,"Yes",1,0,"Yes",1,0,"No",NA,NA,2,"No",2,12,2012,"No","No","No","No","No","No","No, not in union",NA,NA,"Yes, formerly married","Separated","More than once",98,2006,NA,18,"Yes","Weeks ago",2,"Yes","Girlfriend","No",NA,NA,NA,NA,12,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",21,"Yes",10,30,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",21,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,937,"35-39",1279,28,NA,"Formerly married/in union",2,2,0,"Secondary",1.03192602919895,1.53554905874275,5,1.06554218253968,5,NA,NA
"12",2,14,3,2,14,3,12,15,4,2014,"Completed",1,40,9,13,9,21,6,1989,24,"Yes","Higher",0,NA,"Almost every day","At least once a week","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","DK",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,22,"Yes","Months ago",1,"Yes","Girlfriend","No",NA,NA,NA,NA,3,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",0,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",24,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1074,"20-24",NA,NA,NA,"Never married/in union",0,0,0,"Higher",1.03192602919895,1.53554905874275,5,1.06554218253968,5,NA,NA
"13",2,14,5,2,14,5,12,7,4,2014,"Completed",1,40,13,32,13,41,1,1995,19,"Yes","Secondary",24,NA,"Less than once a week","At least once a week","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,18,"Yes","Months ago",2,"Yes","Girlfriend","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1141,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.03192602919895,1.53554905874275,5,1.06554218253968,5,NA,NA
"14",2,17,1,2,17,1,10,13,4,2014,"Completed",1,40,12,24,12,37,8,1976,37,"Yes","Secondary",24,NA,"At least once a week","Almost every day","At least once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",25,"Yes",1,1,"Yes",2,0,"No",NA,NA,4,"No",2,2,2010,"No","No","No","No","No","Yes","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",11,1999,NA,24,"No","Days ago",3,"No","Wife","No",NA,NA,NA,NA,15,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",34,"Yes",4,30,"Yes","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,920,"35-39",1199,23,NA,"Currently married/in union",4,4,0,"Secondary",1.03192602919895,0.961362751625098,4,-0.679324101969404,2,NA,NA
"15",2,19,1,2,19,1,10,13,4,2014,"Completed",1,40,8,30,8,41,9,1961,52,"Yes","Secondary",24,NA,"Almost every day","Almost every day","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",30,"Yes",1,2,"No",NA,NA,"No",NA,NA,3,"Yes",NA,5,2001,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",2,1990,NA,19,"No","Days ago",4,"Yes","Wife","No",NA,NA,NA,NA,2,"Yes","Yes","DK","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",22,"Yes",12,30,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",19,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,741,"50-54",1082,28,NA,"Currently married/in union",3,3,0,"Secondary",1.03192602919895,1.50525589611226,5,0.973485793402807,5,NA,NA
"16",2,20,1,2,20,1,10,12,4,2014,"Completed",1,40,15,14,15,38,11,1961,52,"Yes","Secondary",22,NA,"At least once a week","At least once a week","Almost every day","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",25,"Yes",0,1,"Yes",1,2,"No",NA,NA,4,"No",2,4,2013,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",5,1981,NA,14,"No","Days ago",4,"No","Wife","No",NA,NA,NA,NA,6,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"Yes",12,"Yes",5,30,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,10,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,743,"50-54",977,19,NA,"Currently married/in union",4,4,0,"Secondary",1.03192602919895,0.837470734143721,4,-1.05581340786777,1,NA,NA
"17",2,22,1,2,22,1,8,12,4,2014,"Completed",1,40,11,51,12,5,10,1988,25,"Yes","Primary",17,"Cannot read at all",NA,"Less than once a week","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Less than once a week","Yes",21,"Yes",2,0,"No",NA,NA,"No",NA,NA,2,"Yes",NA,4,2013,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",98,2010,NA,20,"Yes","Days ago",1,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1066,"25-29",1326,21,NA,"Currently married/in union",2,2,0,"Primary",1.03192602919895,0.613222920037485,4,-1.73726896568667,1,NA,NA
"18",2,25,1,2,25,1,8,7,4,2014,"Completed",1,40,15,48,16,0,11,1971,42,"Yes","Secondary",24,NA,"Less than once a week","Less than once a week","Almost every day","No",NA,NA,"Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes",35,"Yes",2,1,"No",NA,NA,"No",NA,NA,3,"Yes",NA,12,2013,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",98,2000,NA,20,"No","Days ago",1,"No","Wife","No",NA,NA,NA,NA,3,"Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",0,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",15,1,1,1,"Observed","Permanent",24,NA,NA,NA,"Yes",1,2,5,90,"Urban","Bulawayo",1372,863,"40-44",1208,28,NA,"Currently married/in union",3,3,0,"Secondary",1.03192602919895,1.2752845648797,5,0.274637323320534,4,NA,NA
"19",3,3,1,3,3,1,5,16,4,2014,"Completed",2,4,18,2,18,15,4,1972,42,"Yes","Higher",31,NA,"Almost every day","Almost every day","Less than once a week","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes",32,"Yes",1,1,"No",NA,NA,"No",NA,NA,2,"Yes",NA,1,2011,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",3,2002,NA,30,"No","Days ago",1,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","DK","Yes","Yes","Yes","Yes","Yes","2 or more years ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,868,"40-44",1227,29,NA,"Currently married/in union",2,2,0,"Higher",1.34530895870472,1.38926949458259,5,0.621020471638911,4,NA,NA
"20",3,4,1,3,4,1,5,11,4,2014,"Completed",2,4,12,20,12,35,10,1981,32,"Yes","Primary",17,"Able to read whole sentence","Less than once a week","Less than once a week","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",30,"Yes",0,1,"No",NA,NA,"No",NA,NA,1,"Yes",NA,7,2012,"No","No","No","No","No","No","Yes, living with a women","No (Only one)",NA,NA,NA,"More than once",98,2000,NA,18,"Yes","Days ago",0,"Yes","Cohabiting partner","Yes","Yes","Casual acquaintance","No",NA,3,"Yes","Yes","No","Yes","DK","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,982,"30-34",1201,18,NA,"Currently married/in union",1,1,0,"Primary",1.34530895870472,0.882931314047315,4,-0.917665506803731,1,NA,NA
"21",3,6,1,3,6,1,7,14,4,2014,"Completed",2,4,10,16,10,21,5,1994,19,"Yes","Primary",16,"Able to read whole sentence","Not at all","Almost every day","Almost every day","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,16,"No","Days ago",5,"Yes","Girlfriend","Yes","Yes","Girlfrend","Yes",4,7,"Yes","Yes","No","Yes","No","No","Yes","No","DK","No","Yes","Yes","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",17,1,1,1,"Not observed","DK brand / type",95,"Yes","No",NA,"Yes",1,90,NA,NA,"Urban","Bulawayo",1372,1133,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",1.34530895870472,0.926326163235222,4,-0.785795052334984,1,NA,NA
"22",3,7,1,3,7,1,11,13,4,2014,"Completed",2,4,12,54,13,11,11,1978,35,"Yes","Primary",17,"Able to read whole sentence","Not at all","At least once a week","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","Yes",27,"Yes",1,2,"No",NA,NA,"No",NA,NA,3,"Yes",NA,11,2012,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",5,2003,NA,17,"No","Days ago",1,"No","Wife","No",NA,NA,NA,NA,7,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Snuff",NA,NA,3,"Yes",32,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,947,"35-39",1241,24,NA,"Currently married/in union",3,3,0,"Primary",1.34530895870472,0.983574748682968,4,-0.611825166001308,2,NA,NA
"23",3,9,1,3,9,1,13,12,4,2014,"Completed",2,4,14,21,14,34,6,1959,54,"Yes","Secondary",22,NA,"Almost every day","Less than once a week","At least once a week","No",NA,NA,"No",NA,NA,"Yes","No",NA,"Yes",27,"No",NA,NA,"Yes",3,2,"No",NA,NA,5,"No",3,5,2006,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",98,1987,NA,20,"No","Days ago",3,"No","Wife","No",NA,NA,NA,NA,14,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","2 or more years ago","Yes",NA,"No",NA,NA,NA,"Yes",20,"Yes",9,30,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,10,"No",NA,NA,NA,NA,NA,NA,"Yes",16,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,714,"50-54",1055,28,NA,"Currently married/in union",5,5,0,"Secondary",1.34530895870472,1.42055960766313,5,0.716106444041802,4,NA,NA
"24",3,10,1,3,10,1,13,16,4,2014,"Completed",2,4,17,12,17,29,9,1986,27,"Yes","Secondary",24,NA,"At least once a week","At least once a week","At least once a week","Yes","Yes","Not at all","Yes","No",NA,"Yes","Yes","Almost every day","Yes",26,"Yes",1,0,"No",NA,NA,"No",NA,NA,1,"Yes",NA,5,2013,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",1,2013,NA,20,"Yes","Weeks ago",1,"No","Wife","No",NA,NA,NA,NA,5,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"Yes",18,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,1041,"25-29",1357,26,NA,"Currently married/in union",1,1,0,"Secondary",1.34530895870472,1.48595012268855,5,0.914818436264849,5,NA,NA
"25",3,10,4,3,10,4,13,14,4,2014,"Not at home",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban","Bulawayo",1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
