"","HH1","HH2","LN","MWM1","MWM2","MWM4","MWM5","MWM6D","MWM6M","MWM6Y","MWM7","MWM8","MWM9","MWM10H","MWM10M","MWM11H","MWM11M","MWB1M","MWB1Y","MWB2","MWB3","MWB4","MWB5","MWB7","MMT2","MMT3","MMT4","MMT6","MMT7","MMT8","MMT9","MMT10","MMT11","MMT12","MMT13","MMT14","MCM1","MCM3","MCM4","MCM5A","MCM5B","MCM6","MCM7A","MCM7B","MCM8","MCM9A","MCM9B","MCM10","MCM11A","MCM11B","MCM12M","MCM12Y","MDV1A","MDV1B","MDV1C","MDV1D","MDV1E","MDV1F","MMA1","MMA3","MMA4","MMA5","MMA6","MMA7","MMA8M","MMA8Y","MMA9","MSB1","MSB2","MSB3U","MSB3N","MSB4","MSB5","MSB8","MSB9","MSB10","MSB13","MSB14","MSB15","MHA1","MHA2","MHA3","MHA4","MHA5","MHA6","MHA7","MHA8A","MHA8B","MHA8C","MHA9","MHA10","MHA11","MHA12","MHA24","MHA25","MHA26","MHA27","MMC1","MMC2","MMC3","MMC4","MTA1","MTA2","MTA3","MTA4","MTA5","MTA6","MTA7","MTA8A","MTA8B","MTA8C","MTA8D","MTA8E","MTA8X","MTA9","MTA10","MTA11","MTA12A","MTA12B","MTA12C","MTA12X","MTA13","MTA14","MTA15","MTA16","MTA17","TNLN","TN4","TN5","TN6","TN8","TN9","TN10","TN11","TN12_1","TN12_2","TN12_3","TN12_4","HH6","HH7","MWDOI","MWDOB","MWAGE","MWDOM","MWAGEM","MWDOBLC","MMSTATUS","MCEB","MCSURV","MCDEAD","mwelevel","mnweight","wscore","windex5","wscoreu","windex5u","wscorer","windex5r"
"1661",134,11,3,134,11,3,207,18,3,2014,"Completed",201,9,17,42,17,59,9,1993,20,"Yes","Primary",15,"Cannot read at all",NA,"Not at all","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","Yes","No","No","No","Yes","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,18,"Yes","Weeks ago",1,"Yes","Girlfriend","No",NA,NA,NA,NA,3,"Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","12-23 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1125,"20-24",NA,NA,NA,"Never married/in union",0,0,0,"Primary",0.984718984314178,-0.430658483023368,3,NA,NA,0.265931268878438,4
"1662",134,11,9,134,11,9,206,18,3,2014,"Completed",201,9,11,43,11,57,4,1995,18,"Yes","Primary",17,"Able to read whole sentence","Less than once a week","Not at all","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","Yes","No","No","Yes","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,18,"Yes","Months ago",3,"Yes","Girlfriend","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"Yes",15,"Health worker/Professional","Other home/place","No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1144,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",0.984718984314178,-0.430658483023368,3,NA,NA,0.265931268878438,4
"1663",134,13,1,134,13,1,208,18,3,2014,"Completed",201,9,7,27,7,43,2,1974,40,"Yes","Primary",14,"Able to read whole sentence","Not at all","At least once a week","At least once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",23,"Yes",2,2,"No",NA,NA,"Yes",1,1,6,"Yes",NA,2,2014,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",5,1997,NA,22,"No","Months ago",1,"No","Wife","No",NA,NA,NA,NA,6,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",19,"Yes",3,30,"Yes","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,890,"40-44",1169,23,NA,"Currently married/in union",6,4,2,"Primary",0.984718984314178,-0.885045819758103,2,NA,NA,-0.562559094125666,2
"1664",134,14,1,134,14,1,207,19,3,2014,"Completed",201,9,7,55,8,7,1,1988,26,"Yes","Primary",17,"Cannot read at all",NA,"At least once a week","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","Yes",25,"No",NA,NA,"Yes",0,1,"No",NA,NA,1,"Yes",NA,99,2013,"No","No","No","Yes","No","No","No, not in union",NA,NA,"Yes, formerly married","Separated","More than once",1,2004,NA,18,"Yes","Months ago",2,"Yes","Girlfriend","No",NA,NA,NA,NA,8,"Yes","Yes","No","Yes","Yes","DK","Yes","Yes","DK","DK","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",24,"Yes",4,10,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,4,"Yes","No",NA,NA,NA,NA,NA,"Yes",22,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1057,"25-29",1249,16,NA,"Formerly married/in union",1,1,0,"Primary",0.984718984314178,-0.755699909407463,2,NA,NA,-0.326721007198393,3
"1665",134,16,1,134,16,1,208,18,3,2014,"Completed",201,9,11,30,11,45,4,1984,29,"No",NA,NA,"Cannot read at all",NA,"Almost every day","At least once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",22,"Yes",1,1,"No",NA,NA,"No",NA,NA,2,"Yes",NA,12,2012,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",98,2003,NA,18,"No","Days ago",2,"No","Wife","No",NA,NA,NA,NA,3,"Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","12-23 months ago","Yes",NA,"No",NA,NA,NA,"Yes",21,"No",NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1012,"25-29",1239,18,NA,"Currently married/in union",2,2,0,"None",0.984718984314178,-0.486679929415074,3,NA,NA,0.16378663432368,4
"1666",134,17,1,134,17,1,208,18,3,2014,"Completed",201,9,13,4,13,24,5,1960,53,"No",NA,NA,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes",30,"Yes",0,2,"Yes",1,1,"Yes",0,1,5,"Yes",NA,11,2008,"No","No","Yes","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",98,1990,NA,30,"No","Days ago",2,"No","Wife","No",NA,NA,NA,NA,3,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","DK","Yes","No","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,"Observed","DK brand / type",95,"No","No",NA,"Yes",1,2,90,NA,"Rural","Mashonaland Central",1371,725,"50-54",1091,30,NA,"Currently married/in union",5,4,1,"None",0.984718984314178,-0.969775815030762,2,NA,NA,-0.71704840063942,2
"1667",134,19,1,134,19,1,218,18,3,2014,"Completed",201,9,14,26,14,37,6,1982,31,"Yes","Primary",16,"Able to read whole sentence","Not at all","Almost every day","Almost every day","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",23,"Yes",0,1,"Yes",1,0,"No",NA,NA,2,"Yes",NA,3,2013,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",11,2005,NA,19,"No","Days ago",2,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,"Not observed","DK brand / type",24,"No","Yes",4,"Yes",1,2,3,90,"Rural","Mashonaland Central",1371,990,"30-34",1271,23,NA,"Currently married/in union",2,2,0,"Primary",0.984718984314178,-0.227903961843778,4,NA,NA,0.635616234264847,5
"1668",134,20,1,134,20,1,218,18,3,2014,"Completed",201,9,13,50,14,3,1,1987,27,"Yes","Secondary",22,NA,"Not at all","Less than once a week","At least once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",22,"Yes",1,1,"Yes",1,0,"Yes",1,0,4,"No",2,1,2011,"No","Yes","Yes","Yes","No","Yes","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",3,2006,NA,18,"No","Days ago",2,"No","Wife","Yes","Yes","Prostitute","No",NA,5,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",22,"Yes",1,30,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",24,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1045,"25-29",1275,19,NA,"Currently married/in union",4,3,1,"Secondary",0.984718984314178,-0.394968507331615,3,NA,NA,0.331005267482696,4
"1669",134,22,1,134,22,1,218,19,3,2014,"Completed",201,9,9,42,9,55,6,1985,28,"Yes","Primary",12,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",23,"Yes",1,1,"No",NA,NA,"No",NA,NA,2,"Yes",NA,8,2010,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",6,2006,NA,18,"Yes","Weeks ago",2,"Yes","Prostitute","Yes","No","Wife","No",NA,3,"Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",18,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1026,"25-29",1278,21,NA,"Currently married/in union",2,2,0,"Primary",0.984718984314178,-0.419943351670909,3,NA,NA,0.285468307757271,4
"1670",134,23,3,134,23,3,218,18,3,2014,"Completed",201,9,12,43,12,55,9,1991,22,"Yes","Primary",16,"Cannot read at all",NA,"At least once a week","Almost every day","No",NA,NA,"No",NA,NA,"Yes","Yes","Not at all","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",10,2013,NA,19,"No","Days ago",1,"No","Wife","Yes","Yes","Girlfrend","No",NA,2,"Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",18,"Yes",4,30,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1101,"20-24",1366,22,NA,"Currently married/in union",0,0,0,"Primary",0.984718984314178,-0.973367632376335,2,NA,NA,-0.723597408096059,2
"1671",134,23,4,134,23,4,218,18,3,2014,"Completed",201,9,13,12,13,21,3,1998,16,"Yes","Primary",17,"Able to read whole sentence","Less than once a week","Not at all","Almost every day","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","No","Yes","DK","Yes","Yes","Yes","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1179,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",0.984718984314178,-0.973367632376335,2,NA,NA,-0.723597408096059,2
"1672",135,2,4,135,2,4,219,25,3,2014,"Not at home",201,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"1673",135,2,5,135,2,5,219,25,3,2014,"Not at home",201,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"1674",135,5,1,135,5,1,219,25,3,2014,"Not at home",201,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"1675",135,6,1,135,6,1,219,25,3,2014,"Not at home",201,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"1676",135,9,1,135,9,1,207,25,3,2014,"Completed",201,5,12,29,12,41,9,1982,31,"Yes","Primary",16,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Not at all","Yes",26,"Yes",1,1,"No",NA,NA,"No",NA,NA,2,"Missing",NA,99,9999,"No","No","Yes","No","Yes","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",3,2008,NA,25,"No","Weeks ago",1,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","2 or more years ago","Yes",NA,"No",NA,NA,NA,"Yes",12,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,993,"30-34",1299,25,NA,"Currently married/in union",2,2,0,"Primary",0.468480413020123,-0.923953768047971,2,NA,NA,-0.633500464178054,2
"1677",135,11,1,135,11,1,207,25,3,2014,"Completed",201,5,16,33,16,44,10,1976,37,"Yes","Primary",17,"Able to read whole sentence","Less than once a week","Almost every day","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",21,"Yes",2,1,"Yes",1,3,"No",NA,NA,7,"No",4,8,2013,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",10,1996,NA,20,"No","Days ago",0,"No","Wife","No",NA,NA,NA,NA,4,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",17,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",20,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,922,"35-39",1162,20,NA,"Currently married/in union",7,7,0,"Primary",0.468480413020123,-0.586932812047854,3,NA,NA,-0.0190057553619675,4
"1678",135,17,3,135,17,3,208,25,3,2014,"Completed",201,5,10,30,10,36,6,1996,17,"Yes","Secondary",24,NA,"Not at all","Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","Yes","No","Yes","Yes","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,9,"No","Year ago",1,NA,NA,NA,NA,NA,NA,NA,2,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1158,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",0.468480413020123,-0.469553404955368,3,NA,NA,0.195013649954408,4
"1679",135,20,2,135,20,2,218,26,3,2014,"Completed",201,5,6,33,6,40,2,1982,32,"Yes","Primary",17,"Able to read whole sentence","Not at all","Less than once a week","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,18,"No","Year ago",12,NA,NA,NA,NA,NA,NA,NA,2,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,986,"30-34",NA,NA,NA,"Never married/in union",0,0,0,"Primary",0.468480413020123,-0.581898137707475,3,NA,NA,-0.00982596791049018,4
"1680",135,20,3,135,20,3,218,25,3,2014,"Completed",201,5,17,23,17,34,7,1998,15,"Yes","Secondary",21,NA,"Less than once a week","Not at all","Not at all","No",NA,NA,"No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","DK","Yes","Yes","No","Yes","Yes","No",NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1183,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",0.468480413020123,-0.581898137707475,3,NA,NA,-0.00982596791049018,4
"1681",135,21,1,135,21,1,218,25,3,2014,"Completed",201,5,14,23,14,34,9,1987,26,"Yes","Primary",14,"Able to read whole sentence","Not at all","Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",22,"Yes",0,2,"Yes",1,0,"No",NA,NA,3,"No",2,2,2012,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",98,2007,NA,18,"Yes","Weeks ago",1,"No","Wife","No",NA,NA,NA,NA,2,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",19,"Yes",10,30,"Yes","No",NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,"Yes",20,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1053,"25-29",1287,19,NA,"Currently married/in union",3,3,0,"Primary",0.468480413020123,-0.478827586003532,3,NA,NA,0.178103914576716,4
"1682",135,23,3,135,23,3,218,25,3,2014,"Completed",201,5,10,36,10,47,1,1990,24,"Yes","Primary",16,"Able to read whole sentence","Less than once a week","Almost every day","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",23,"Yes",0,1,"No",NA,NA,"No",NA,NA,1,"Yes",NA,6,2013,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",11,2012,NA,20,"Yes","Days ago",4,"No","Wife","No",NA,NA,NA,NA,2,"Yes","Yes","No","Yes","No","DK","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",19,"No",NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",19,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1081,"20-24",1355,22,NA,"Currently married/in union",1,1,0,"Primary",0.468480413020123,-0.859670531994842,2,NA,NA,-0.516292000677613,2
"1683",135,23,4,135,23,4,218,25,3,2014,"Completed",201,5,13,36,13,48,12,1995,18,"Yes","Primary",15,"Able to read whole sentence","Less than once a week","Almost every day","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Less than once a week","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1152,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",0.468480413020123,-0.859670531994842,2,NA,NA,-0.516292000677613,2
"1684",136,4,1,136,4,1,219,24,3,2014,"Completed",201,25,10,28,10,47,2,1961,53,"Yes","Secondary",22,NA,"Less than once a week","Not at all","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",18,"Yes",0,1,"Yes",3,1,"No",NA,NA,5,"Yes",NA,9,1988,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",10,1977,NA,15,"No","Weeks ago",1,"No","Wife","No",NA,NA,NA,NA,2,"Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",24,"Yes",3,30,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,30,"No",NA,NA,NA,NA,NA,NA,"Yes",20,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,734,"50-54",934,16,NA,"Currently married/in union",5,5,0,"Secondary",0.51403179753556,-0.663738790065262,3,NA,NA,-0.159047097767767,3
"1685",136,5,1,136,5,1,219,24,3,2014,"Completed",201,25,12,40,12,50,6,1984,29,"Yes","Secondary",24,NA,"Less than once a week","Less than once a week","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",18,"Yes",0,1,"No",NA,NA,"Yes",0,1,2,"Yes",NA,3,2013,"No","Yes","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",11,2002,NA,17,"No","Months ago",2,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",16,"No",NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Mashonaland Central",1371,1014,"25-29",1235,18,NA,"Currently married/in union",2,1,1,"Secondary",0.51403179753556,-0.826837409827565,2,NA,NA,-0.456426940400183,3
