Cluster number,Household number,Line number,Cluster number,Household number,Man's line number,Interviewer number,Day of interview,Month of interview,Year of interview,Result of man's interview,Field editor,Data entry clerk,Start of interview - Hour,Start of interview - Minutes,End of interview - Hour,End of interview - Minutes,Month of birth of man,Year of birth of man,Age of man,Ever attended school,Highest level of school attended,Highest grade completed at that level,Can read part of the sentence,Frequency of reading newspaper or magazine,Frequency of listening to the radio,Frequency of watching TV,Ever used a computer,Computer usage in the last 12 months,Frequency of computer usage in the last month,Ever used internet,Internet usage in the last 12 months,Frequency of Internet usage in the past month,Ever used a mobile or non-mobile phone,Mobile or non-mobile phone usage in the last 12 months,Frequency of mobile or non-mobile usage in the past month,Ever fathered any children with any women,Age when first child was born,Any sons or daughters living with you,Sons living with you,Daughters living with you,Any sons or daughters not living with you,Sons living elsewhere,Daughters living elsewhere,Ever had child who later died,Boys dead,Girls dead,Children ever born,Same biological mother,Number of women respondent fathered children with,Month of last birth,Year of last birth,If she goes out with out telling husband: wife beating justified,If she neglects the children: wife beating justified,If she argues with husband: wife beating justified,If she refuses sex with husband: wife beating justified,If she burns the food: wife beating justified,MDV1F,Currently married or living with a man,Haveing other wives or liveing with other women as if you are married,How many other wives / partners living with you,Ever married or lived with a woman,Marital status,Married or lived with a woman once or more than once,Month of first union,Year of first union,Age at first union,Age at first sexual intercourse,Condom used during first sexual intercourse,Time since last sexual intercourse (unit),Time since last sexual intercourse (number),Condom used at last sexual intercourse,Relationship to last sexual partner,Sex with any other person in the last 12 month,Condom used with prior sexual partner,Relationship to prior sexual partner,Sex with any other man in the last 12 months,Number of sex partners in last 12 months,Number of sex partners in lifetime,Ever heard of AIDS,Can avoid AIDS virus by having one uninfected partner,Can get AIDS virus through supernatural means,Can avoid AIDS virus by using a condom correctly every time,Can get AIDS virus from mosquito bites,Can get AIDS virus by sharing food with a person who has AIDS,Healthy-looking person may have AIDS virus,AIDS virus from mother to child during pregnancy,AIDS virus from mother to child during delivery,AIDS virus from mother to child through breastfeeding,Should female teacher with AIDS virus be allowed to teach in school,Would buy fresh vegetables from shopkeeper with AIDS virus,"If HH member became infected with AIDS virus, would want it to remain a secret",Willing to care for person with AIDS in household,Ever been tested for AIDS virus,Most recent time of testing for AIDS virus,Received results of AIDS virus test,Know a place to get AIDS virus test,Respondent is circumcised,Age at circumcision,Person performing circumcision,Place of circumcision,Ever tried cigarette smoking,Age when cigarette was smoked for the first time,Currently smoking cigarettes,Number of cigarettes smoked in the last 24 hours,Number of days when cigarettes were smoked in past month,Ever tried any smoked tobacco products other than cigarettes,Used any smoked tobacco products during the last month,Type of smoked tobacco product: Cigars,Type of smoked tobacco product: Water pipe,Type of smoked tobacco product: Cigarillos,Type of smoked tobacco product: Pipe,MTA8E,Type of smoked tobacco product: Other,Number of days when tobacco products where smoked in past month,Ever tried any form of smokeless tobacco products,Used any smokeless tobacco products during the last month,Type of smokeless tobacco product used: Snuff,Type of smokeless tobacco product used: Dip,Number of days when smokeless tobacco products where used in past month,Ever drunk alcohol,Age when alcohol was used for the first time,Number of days when at least one drink of alcohol was used in past month,Number of drinks usually consumed,Net number,Mosquito net observed,Brand/type of observed net,Months ago net obtained,Net treated with an insecticide when obtained,Net soaked or dipped since obtained,Months ago net soaked or dipped,Persons slept under mosquito net last night,Person 1 who slept under net,Person 2 who slept under net,Person 3 who slept under net,Person 4 who slept under net,Area,Region,Date of interview women (CMC),Date of birth of woman (CMC),Age,Date of marriage (CMC),Age at first marriage/union,Marital/Union status,Children ever born,Children surviving,Children dead,mwelevel,mnweight,Wealth index score,Wealth index quintiles,wscoreu,windex5u,wscorer,windex5r
223,3,1,223,3,1,316,5,3,2014,Completed,301,34,12.0,5.0,12.0,21.0,1.0,1973.0,41.0,Yes,Primary,16.0,Cannot read at all,,Less than once a week,Not at all,No,,,No,,,Yes,Yes,Less than once a week,Yes,22.0,Yes,1.0,0.0,Yes,0.0,3.0,No,,,4.0,No,2.0,3.0,2007.0,No,No,No,No,No,No,"Yes, currently married",No (Only one),,,,More than once,3.0,1991.0,,12.0,No,Days ago,2.0,No,Wife,Yes,No,Casual acquaintance,No,,6.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,Yes,25.0,Yes,5.0,30.0,Yes,Yes,,,,,Rolled tobacco,,30.0,No,,,,,Yes,20.0,10.0,4.0,,,,,,,,,,,,,Rural,Mashonaland East,1371,877.0,40-44,1095.0,18.0,Currently married/in union,4.0,4.0,0.0,Primary,1.22072082054284,-0.596030792636213,3,,,-0.0355942221410368,4.0
223,4,2,223,4,2,316,5,3,2014,Completed,301,34,7.0,53.0,8.0,8.0,1.0,1980.0,34.0,Yes,Secondary,24.0,,Less than once a week,Less than once a week,Not at all,No,,,No,,,Yes,Yes,At least once a week,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,22.0,Yes,Weeks ago,3.0,Yes,Girlfriend,Yes,Yes,Prostitute,No,,16.0,Yes,Yes,No,Yes,No,No,Yes,Yes,DK,Yes,Yes,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,Yes,24.0,Yes,12.0,30.0,Yes,Yes,,,,,Rolled tobacco,,5.0,No,,,,,Yes,24.0,8.0,6.0,,,,,,,,,,,,,Rural,Mashonaland East,1371,961.0,30-34,,,Never married/in union,0.0,0.0,0.0,Secondary,1.22072082054284,-0.874318018282763,2,,,-0.542998953646378,2.0
223,7,2,223,7,2,311,5,3,2014,Completed,301,34,18.0,1.0,18.0,32.0,8.0,1996.0,17.0,Yes,Secondary,24.0,,Less than once a week,Less than once a week,Less than once a week,No,,,No,,,No,,,No,,,,,,,,No,,,0.0,,,,,No,No,No,Yes,No,Yes,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1371,1160.0,15-19,,,Never married/in union,0.0,0.0,0.0,Secondary,1.22072082054284,-0.522047340921732,3,,,0.0993007712091187,4.0
223,10,3,223,10,3,309,5,3,2014,Completed,301,34,11.0,12.0,11.0,55.0,10.0,1994.0,19.0,Yes,Secondary,23.0,,Not at all,Not at all,Not at all,No,,,No,,,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,Yes,Yes,Yes,No,Yes,Yes,"No, not in union",,,No,,,,,,18.0,Yes,Months ago,1.0,Yes,Girlfriend,Yes,Yes,Girlfrend,Yes,3.0,3.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,,Yes,No,,,,No,,,,,No,,,,,,,,,No,,,,,Yes,18.0,1.0,2.0,,,,,,,,,,,,,Rural,Mashonaland East,1371,1138.0,15-19,,,Never married/in union,0.0,0.0,0.0,Secondary,1.22072082054284,-0.486903763965559,3,,,0.163378513865666,4.0
223,12,1,223,12,1,316,5,3,2014,Completed,301,34,18.0,1.0,18.0,13.0,5.0,1989.0,24.0,Yes,Secondary,24.0,,Less than once a week,Almost every day,Not at all,No,,,No,,,Yes,Yes,Almost every day,Yes,24.0,Yes,1.0,0.0,No,,,No,,,1.0,Yes,,5.0,2012.0,No,No,No,No,No,No,"Yes, currently married",No (Only one),,,,Only once,6.0,2011.0,,16.0,Yes,Days ago,1.0,No,Wife,No,,,,,8.0,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12-23 months ago,Yes,,No,,,,Yes,15.0,No,,,No,,,,,,,,,No,,,,,Yes,21.0,6.0,8.0,,,,,,,,,,,,,Rural,Mashonaland East,1371,1073.0,20-24,1338.0,22.0,Currently married/in union,1.0,1.0,0.0,Secondary,1.22072082054284,-0.469382219214462,3,,,0.195325775150598,4.0
223,13,2,223,13,2,307,5,3,2014,Completed,301,34,9.0,59.0,10.0,10.0,6.0,1976.0,37.0,Yes,Primary,16.0,Able to read whole sentence,Less than once a week,Not at all,Not at all,No,,,No,,,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,26.0,Yes,Months ago,2.0,Yes,Girlfriend,No,,,,,7.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DK,Yes,DK / Not sure / Depends,No,Yes,No,,,Yes,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1371,918.0,35-39,,,Never married/in union,0.0,0.0,0.0,Primary,1.22072082054284,-0.433051669301449,3,,,0.261567741095047,4.0
223,16,1,223,16,1,318,5,3,2014,Completed,301,34,9.0,52.0,10.0,3.0,6.0,1976.0,37.0,Yes,Secondary,24.0,,Less than once a week,Almost every day,Not at all,No,,,Yes,No,,Yes,Yes,Almost every day,Yes,22.0,Yes,1.0,3.0,No,,,No,,,4.0,Yes,,3.0,2010.0,No,No,No,No,No,Yes,"Yes, currently married",No (Only one),,,,Only once,2.0,1997.0,,17.0,No,Days ago,0.0,No,Wife,No,,,,,98.0,Yes,Yes,No,Yes,No,DK,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,Yes,19.0,No,,,No,,,,,,,,,No,,,,,Yes,19.0,0.0,,,,,,,,,,,,,,Rural,Mashonaland East,1371,918.0,35-39,1166.0,20.0,Currently married/in union,4.0,4.0,0.0,Secondary,1.22072082054284,-0.73990300102911,2,,,-0.297918297926667,3.0
223,21,1,223,21,1,307,5,3,2014,Completed,301,34,14.0,15.0,14.0,33.0,9.0,1980.0,33.0,Yes,Secondary,24.0,,Not at all,Almost every day,Not at all,No,,,No,,,Yes,Yes,Almost every day,Yes,21.0,Yes,1.0,3.0,No,,,No,,,4.0,Yes,,8.0,2013.0,No,No,No,No,No,Yes,"Yes, currently married",No (Only one),,,,Only once,9.0,2001.0,,15.0,No,Days ago,3.0,No,Wife,No,,,,,15.0,Yes,Yes,No,Yes,No,No,Yes,Yes,DK,DK,Yes,Yes,Yes,Yes,No,,,Yes,No,,,,Yes,15.0,No,,,No,,,,,,,,,No,,,,,Yes,19.0,10.0,2.0,,,,,,,,,,,,,Rural,Mashonaland East,1371,969.0,30-34,1221.0,21.0,Currently married/in union,4.0,4.0,0.0,Secondary,1.22072082054284,-0.306749175456452,3,,,0.491856726976386,5.0
223,24,1,223,24,1,307,5,3,2014,Completed,301,34,16.0,30.0,16.0,49.0,10.0,1993.0,20.0,Yes,Secondary,21.0,,Less than once a week,Not at all,Not at all,No,,,Yes,Yes,Almost every day,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,19.0,Yes,Months ago,6.0,Yes,Girlfriend,No,,,,,2.0,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1371,1126.0,20-24,,,Never married/in union,0.0,0.0,0.0,Secondary,1.22072082054284,0.756938856988507,4,,,2.43129300276748,5.0
223,24,2,223,24,2,316,5,3,2014,Completed,301,34,14.0,32.0,14.0,45.0,1.0,1983.0,31.0,Yes,Secondary,24.0,,At least once a week,At least once a week,Less than once a week,No,,,No,,,Yes,Yes,Almost every day,Yes,21.0,No,,,Yes,0.0,1.0,No,,,1.0,Yes,,4.0,2002.0,Yes,No,Yes,No,Yes,Yes,"No, not in union",,,"Yes, formerly married",Divorced,Only once,6.0,2002.0,,19.0,Yes,Days ago,2.0,Yes,Girlfriend,Yes,Yes,Girlfrend,No,,5.0,Yes,Yes,No,Yes,No,No,DK,Yes,No,Yes,No,Yes,No,Yes,No,,,Yes,No,,,,Yes,24.0,No,,,No,,,,,,,,,Yes,No,,,,Yes,19.0,0.0,,,,,,,,,,,,,,Rural,Mashonaland East,1371,997.0,30-34,1230.0,19.0,Formerly married/in union,1.0,1.0,0.0,Secondary,1.22072082054284,0.756938856988507,4,,,2.43129300276748,5.0
223,25,1,223,25,1,316,5,3,2014,Completed,301,34,16.0,17.0,16.0,28.0,9.0,1979.0,34.0,Yes,Secondary,24.0,,Not at all,Almost every day,Not at all,No,,,No,,,Yes,Yes,At least once a week,Yes,27.0,Yes,0.0,2.0,Yes,0.0,1.0,No,,,3.0,No,2.0,3.0,2010.0,No,Yes,Yes,No,No,Yes,"Yes, currently married",No (Only one),,,,Only once,5.0,2006.0,,20.0,No,Days ago,1.0,No,Wife,Yes,Yes,Girlfrend,No,,10.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,Yes,22.0,4.0,4.0,,,,,,,,,,,,,Rural,Mashonaland East,1371,957.0,30-34,1277.0,26.0,Currently married/in union,3.0,3.0,0.0,Secondary,1.22072082054284,-0.587433052402209,3,,,-0.0199178501306017,4.0
224,2,1,224,2,1,316,26,2,2014,Completed,301,28,10.0,32.0,10.0,44.0,10.0,1970.0,43.0,Yes,Secondary,22.0,,Less than once a week,Almost every day,Not at all,No,,,No,,,Yes,Yes,Almost every day,Yes,25.0,Yes,1.0,2.0,Yes,0.0,1.0,Yes,0.0,1.0,5.0,No,2.0,10.0,2012.0,No,No,Yes,No,No,No,"Yes, currently married",No (Only one),,,,More than once,2.0,1991.0,,18.0,No,Days ago,1.0,No,Wife,No,,,,,4.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,12-23 months ago,Yes,,No,,,,Yes,20.0,Yes,6.0,30.0,No,,,,,,,,,Yes,No,,,,Yes,20.0,3.0,9.0,,,,,,,,,,,,,Rural,Mashonaland East,1370,850.0,40-44,1094.0,20.0,Currently married/in union,5.0,4.0,1.0,Secondary,1.18915045449432,-0.888626502804733,2,,,-0.569087800269686,2.0
224,5,1,224,5,1,311,26,2,2014,Completed,301,28,7.0,35.0,8.0,8.0,12.0,1970.0,43.0,Yes,Secondary,24.0,,Less than once a week,Almost every day,Not at all,No,,,No,,,Yes,Yes,Almost every day,Yes,26.0,Yes,1.0,2.0,No,,,No,,,3.0,No,2.0,8.0,2008.0,No,No,Yes,No,No,No,"Yes, currently married",No (Only one),,,,More than once,9.0,1996.0,,22.0,No,Days ago,4.0,No,Wife,No,,,,,8.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,,Yes,No,,,,Yes,17.0,No,,,No,,,,,,,,,No,,,,,Yes,20.0,5.0,3.0,,,,,,,,,,,,,Rural,Mashonaland East,1370,852.0,40-44,1161.0,25.0,Currently married/in union,3.0,3.0,0.0,Secondary,1.18915045449432,-0.049052941105567,4,,,0.961717635241076,5.0
224,11,2,224,11,2,307,26,2,2014,Completed,301,28,11.0,40.0,11.0,48.0,11.0,1995.0,18.0,Yes,Primary,0.0,Cannot read at all,,At least once a week,Not at all,No,,,No,,,No,,,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,DK,DK,DK,DK / Not sure / Depends,Yes,No,Yes,No,,,No,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1370,1151.0,15-19,,,Never married/in union,0.0,0.0,0.0,Primary,1.18915045449432,-0.482666364935721,3,,,0.171104618835166,4.0
224,12,2,224,12,2,311,26,2,2014,Completed,301,28,11.0,34.0,11.0,42.0,4.0,1985.0,28.0,Yes,Secondary,24.0,,Not at all,Less than once a week,Not at all,No,,,No,,,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,Yes,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,,,Yes,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1370,1024.0,25-29,,,Never married/in union,0.0,0.0,0.0,Secondary,1.18915045449432,-0.135409859450454,4,,,0.804261938650573,5.0
224,14,3,224,14,3,318,26,2,2014,Completed,301,28,11.0,10.0,11.0,19.0,7.0,1995.0,18.0,Yes,Secondary,23.0,,Less than once a week,Almost every day,Not at all,No,,,No,,,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,No,No,No,Yes,No,No,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1370,1147.0,15-19,,,Never married/in union,0.0,0.0,0.0,Secondary,1.18915045449432,-0.699365993019507,2,,,-0.224006642020239,3.0
224,15,3,224,15,3,309,27,2,2014,Not at home,301,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural,Mashonaland East,1370,,,,,,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0
224,15,8,224,15,8,309,26,2,2014,Completed,301,28,99.0,99.0,11.0,30.0,1.0,1989.0,25.0,No,,,Cannot read at all,,Not at all,At least once a week,No,,,No,,,No,,,No,,,,,,,,No,,,0.0,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1370,1069.0,25-29,,,Never married/in union,0.0,0.0,0.0,,1.18915045449432,-0.610454836062245,3,,,-0.0618937688227192,4.0
224,17,1,224,17,1,309,26,2,2014,Completed,301,28,13.0,21.0,13.0,39.0,10.0,1974.0,39.0,Yes,Secondary,23.0,,Not at all,Almost every day,Almost every day,No,,,No,,,Yes,Yes,Almost every day,Yes,20.0,Yes,1.0,1.0,Yes,1.0,2.0,No,,,5.0,No,2.0,5.0,2013.0,No,No,No,No,No,Yes,"Yes, currently married",No (Only one),,,,More than once,98.0,1994.0,,19.0,No,Days ago,0.0,Yes,Wife,No,,,,,6.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,Yes,19.0,No,,,No,,,,,,,,,No,,,,,Yes,18.0,1.0,1.0,,,,,,,,,,,,,Rural,Mashonaland East,1370,898.0,35-39,1140.0,20.0,Currently married/in union,5.0,5.0,0.0,Secondary,1.18915045449432,-0.496422756450809,3,,,0.146022410598769,4.0
224,17,3,224,17,3,309,26,2,2014,Completed,301,28,14.0,17.0,14.0,31.0,9.0,1996.0,17.0,Yes,Secondary,24.0,,Less than once a week,Almost every day,Less than once a week,No,,,Yes,Yes,At least once a week,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,17.0,Yes,Months ago,7.0,Yes,Girlfriend,No,,,,,1.0,Yes,Yes,No,Yes,No,No,Yes,DK,No,Yes,Yes,Yes,No,Yes,Yes,12-23 months ago,Yes,,Yes,15.0,Health worker/Professional,Health facility,Yes,16.0,No,,,No,,,,,,,,,No,,,,,Yes,17.0,0.0,,,,,,,,,,,,,,Rural,Mashonaland East,1370,1161.0,15-19,,,Never married/in union,0.0,0.0,0.0,Secondary,1.18915045449432,-0.496422756450809,3,,,0.146022410598769,4.0
224,18,1,224,18,1,311,26,2,2014,Completed,301,28,14.0,1.0,14.0,21.0,12.0,1963.0,50.0,Yes,Secondary,23.0,,Not at all,Almost every day,At least once a week,No,,,No,,,Yes,Yes,Almost every day,Yes,30.0,Yes,1.0,0.0,Yes,0.0,1.0,No,,,2.0,No,2.0,2.0,2005.0,No,Yes,Yes,Yes,No,Yes,"Yes, currently married",No (Only one),,,,Only once,3.0,2004.0,,17.0,No,Days ago,1.0,No,Wife,No,,,,,5.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,12-23 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,Yes,24.0,0.0,,,,,,,,,,,,,,Rural,Mashonaland East,1370,768.0,50-54,1251.0,40.0,Currently married/in union,2.0,2.0,0.0,Secondary,1.18915045449432,-0.593427549131556,3,,,-0.0308476942741731,4.0
224,20,1,224,20,1,309,27,2,2014,Completed,301,28,11.0,43.0,11.0,50.0,12.0,1982.0,31.0,Yes,Secondary,24.0,,Less than once a week,Almost every day,Not at all,No,,,Yes,Yes,Almost every day,Yes,Yes,Almost every day,Yes,23.0,Yes,0.0,1.0,Yes,0.0,1.0,No,,,2.0,Yes,,1.0,2013.0,No,No,No,No,No,No,"Yes, currently married",No (Only one),,,,More than once,3.0,2003.0,,23.0,No,Days ago,2.0,Yes,Wife,No,,,,,2.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1370,996.0,30-34,1239.0,20.0,Currently married/in union,2.0,2.0,0.0,Secondary,1.18915045449432,-0.542933090416923,3,,,0.0612195114952601,4.0
224,21,2,224,21,2,311,26,2,2014,Completed,301,28,10.0,33.0,11.0,6.0,6.0,1988.0,25.0,Yes,Secondary,22.0,,Not at all,At least once a week,Not at all,No,,,No,,,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,Yes,Yes,No,Yes,No,Yes,"No, not in union",,,No,,,,,,20.0,No,Weeks ago,3.0,No,Girlfriend,No,,,,,2.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,Yes,No,,,,Yes,20.0,Yes,10.0,30.0,No,,,,,,,,,No,,,,,Yes,20.0,10.0,5.0,,,,,,,,,,,,,Rural,Mashonaland East,1370,1062.0,25-29,,,Never married/in union,0.0,0.0,0.0,Secondary,1.18915045449432,-0.472192833858168,3,,,0.190201144778718,4.0
225,3,1,225,3,1,318,29,3,2014,Completed,301,8,10.0,7.0,10.0,19.0,3.0,1961.0,52.0,Yes,Primary,17.0,Able to read whole sentence,Less than once a week,Less than once a week,Not at all,No,,,No,,,Yes,Yes,Almost every day,Yes,29.0,Yes,0.0,3.0,Yes,2.0,0.0,No,,,5.0,Yes,,4.0,2009.0,No,No,No,No,No,No,"Yes, currently married",No (Only one),,,,Only once,2.0,1990.0,,23.0,No,Days ago,0.0,No,Wife,No,,,,,1.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2 or more years ago,Yes,,No,,,,Yes,18.0,No,,,No,,,,,,,,,No,,,,,Yes,20.0,0.0,,1.0,Observed,Dawa,4.0,,,,Yes,1.0,2.0,5.0,90.0,Rural,Mashonaland East,1371,735.0,50-54,1082.0,28.0,Currently married/in union,5.0,5.0,0.0,Primary,0.410034392774777,-0.895211098786396,2,,,-0.581093580083634,2.0
225,3,6,225,3,6,318,29,3,2014,Completed,301,8,10.0,24.0,10.0,39.0,11.0,1997.0,16.0,Yes,Primary,17.0,Cannot read at all,,Less than once a week,Not at all,No,,,No,,,Yes,Yes,Less than once a week,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,15.0,No,Year ago,1.0,,,,,,,,2.0,Yes,Yes,No,Yes,No,No,Yes,DK,DK,DK,Yes,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,3.0,Observed,Dawa,4.0,,,,Yes,6.0,90.0,,,Rural,Mashonaland East,1371,1175.0,15-19,,,Never married/in union,0.0,0.0,0.0,Primary,0.410034392774777,-0.895211098786396,2,,,-0.581093580083634,2.0
225,8,3,225,8,3,316,29,3,2014,Completed,301,8,8.0,56.0,9.0,6.0,5.0,1997.0,16.0,Yes,Secondary,22.0,,Less than once a week,Not at all,Not at all,No,,,No,,,Yes,Yes,Less than once a week,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,Yes,Yes,DK,Yes,No,No,Yes,Yes,DK,DK,No,No,Yes,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,2.0,Observed,Dawa,6.0,,,,Yes,3.0,8.0,90.0,,Rural,Mashonaland East,1371,1169.0,15-19,,,Never married/in union,0.0,0.0,0.0,Secondary,0.410034392774777,-0.962894671541239,2,,,-0.704501921883023,2.0
225,8,6,225,8,6,316,29,3,2014,Completed,301,8,8.0,17.0,8.0,27.0,2.0,1991.0,23.0,Yes,Secondary,24.0,,Not at all,Not at all,Not at all,Yes,Yes,Less than once a week,No,,,Yes,Yes,At least once a week,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"Yes, currently married",No (Only one),,,,Only once,12.0,2013.0,,20.0,Yes,Days ago,1.0,No,Wife,No,,,,,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Less than 12 months ago,Yes,,No,,,,No,,,,,No,,,,,,,,,No,,,,,Yes,21.0,0.0,,,,,,,,,,,,,,Rural,Mashonaland East,1371,1094.0,20-24,1368.0,22.0,Currently married/in union,0.0,0.0,0.0,Secondary,0.410034392774777,-0.962894671541239,2,,,-0.704501921883023,2.0
225,9,2,225,9,2,316,29,3,2014,Completed,301,8,10.0,45.0,10.0,53.0,8.0,1993.0,20.0,Yes,Secondary,23.0,,Less than once a week,Less than once a week,Less than once a week,No,,,No,,,Yes,Yes,Less than once a week,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,Yes,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1371,1124.0,20-24,,,Never married/in union,0.0,0.0,0.0,Secondary,0.410034392774777,-0.650751651918964,3,,,-0.135367479241134,3.0
225,11,2,225,11,2,316,29,3,2014,Completed,301,8,11.0,43.0,11.0,52.0,1.0,1989.0,25.0,Yes,Primary,16.0,Able to read whole sentence,Less than once a week,Almost every day,Not at all,No,,,No,,,Yes,Yes,Almost every day,No,,,,,,,,No,,,0.0,,,,,No,No,No,No,No,No,"No, not in union",,,No,,,,,,0.0,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,No,No,,,,No,,,,,No,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,Rural,Mashonaland East,1371,1069.0,25-29,,,Never married/in union,0.0,0.0,0.0,Primary,0.410034392774777,-0.540485880496672,3,,,0.0656815412906888,4.0
